Región,sembrada,d-m-y,cosechada,produccion,rendimiento,precio
Arequipa,1081,1/4/2020,432,14128.096000000001,32703.92592592593,0.38930366130014976
Ayacucho,4,1/4/2020,5409,85100,15733.037530042522,0.7789552291421856
Cajamarca,1539.5,1/4/2020,3788,55324.88999999999,14605.30359028511,0.8293221474096016
Callao,0,1/4/2020,0,0,0,0
Cusco,0,1/4/2020,5894,87319,14814.896504920258,1.051087621250816
Huancavelica,555,1/4/2020,5617,71932.49999999999,12806.21328111091,0.5932226045250756
Huánuco,1817,1/4/2020,7353.75,87141,11849.872514023458,0.7056249067603083
Ica,1047.5,1/4/2020,24,230.26,9594.166666666666,0.874190046034917
Junín,214,1/4/2020,3799.7,60768.55899999999,15992.988656999234,0.4892779603347185
La Libertad,447,1/4/2020,4059,82895.5,20422.641044592263,0.8229278670132876
Lambayeque,30,1/4/2020,0,0,0,0
Lima,63,1/4/2020,246.75,2048.3,8301.114488348532,0.9268124786408242
Lima Metropolitana,0,1/4/2020,0,0,0,0
Loreto,0,1/4/2020,0,0,0,0
papare de Dios,0,1/4/2020,0,0,0,0
Moquegua,1,1/4/2020,139,1481.199,10656.107913669064,1.2095121924873025
